Date,units,demand,epidemic,seasonality,promotion,discount,price,competitor_price,inventory
2022-12-04,9369,10872,0,Winter,0.3,8.35,69.3451,71.09140000000001,26543
2022-12-05,10441,12348,0,Winter,0.45,10.05,70.0322,72.7969,26657
2022-12-06,9887,11577,0,Winter,0.2,8.25,70.6088,72.9076,28894
2022-12-07,9685,11111,0,Winter,0.3,8.7,69.5335,69.2021,31016
2022-12-08,9592,11312,0,Winter,0.25,8.2,70.1619,72.9388,31198
2022-12-09,10562,12200,0,Winter,0.4,9.4,71.62270000000001,73.82600000000001,31641
2022-12-10,8752,10423,0,Winter,0.35,9.75,66.69279999999999,68.5679,30893
2022-12-11,8926,10512,0,Winter,0.4,11.1,66.3401,68.0923,30586
2022-12-12,9530,10990,0,Winter,0.25,8.3,69.1961,71.2183,34089
2022-12-13,9537,11148,0,Winter,0.35,9.4,69.41199999999999,69.7204,31837
2022-12-14,10146,11922,0,Winter,0.4,10.15,70.51180000000001,70.7096,31766
2022-12-15,9422,11413,0,Winter,0.3,8.25,71.33449999999999,74.46390000000001,30614
2022-12-16,9297,10829,0,Winter,0.3,8.4,69.6902,69.81569999999999,30257
2022-12-17,9901,11908,0,Winter,0.45,10.6,69.48440000000001,72.1984,30326
2022-12-18,10614,12576,0,Winter,0.4,9.95,72.2408,73.60300000000001,31611
2022-12-19,9813,11494,0,Winter,0.35,9.0,69.7692,71.4693,30729
2022-12-20,8862,10521,0,Winter,0.45,10.85,67.6749,68.0933,30127
2022-12-21,10048,11402,0,Winter,0.4,9.35,69.7626,72.7049,32374
2022-12-22,9479,10900,0,Winter,0.35,10.55,67.453,68.4361,36290
2022-12-23,8932,10988,0,Winter,0.4,10.8,66.9678,69.8016,32394
2022-12-24,10158,12042,0,Winter,0.4,10.55,70.5538,71.69930000000001,33654
2022-12-25,9703,11384,0,Winter,0.45,10.6,69.0886,71.5125,34425
2022-12-26,9956,12404,0,Winter,0.5,11.0,71.1345,72.1397,32841
2022-12-27,9304,11188,0,Winter,0.45,10.4,69.1977,70.79270000000001,33108
2022-12-28,11416,12799,0,Winter,0.3,7.35,74.2499,74.7324,32760
2022-12-29,8737,10778,0,Winter,0.0,4.5,72.1849,74.4334,31106
2022-12-30,9192,10643,0,Winter,0.0,4.4,72.7375,75.6216,33306
2022-12-31,8973,10408,0,Winter,0.0,4.95,70.3828,72.4209,34588
2023-01-01,9668,11144,0,Winter,0.35,9.45,69.1237,70.20609999999999,35091
2023-01-02,10665,12563,0,Winter,0.5,11.55,70.1487,71.354,33463
2023-01-03,10070,11694,0,Winter,0.45,10.3,69.4315,70.12939999999999,33525
2023-01-04,9331,10979,0,Winter,0.4,9.5,68.4682,71.56609999999999,33826
2023-01-05,8963,10470,0,Winter,0.15,6.65,70.4174,71.0351,31527
2023-01-06,9324,10816,0,Winter,0.25,7.75,69.27730000000001,72.0417,30060
2023-01-07,9540,11250,0,Winter,0.4,11.1,68.41019999999999,69.5533,30061
2023-01-08,9892,11534,0,Winter,0.4,10.2,68.5296,70.89529999999999,28701
2023-01-09,9082,10819,0,Winter,0.4,10.5,67.9317,69.7067,29181
2023-01-10,10231,12228,0,Winter,0.4,10.05,71.319,74.0445,31241
2023-01-11,10022,12621,0,Winter,0.5,10.7,70.8071,73.0034,29771
2023-01-12,9235,10906,0,Winter,0.35,10.15,68.3039,70.61019999999999,32825
2023-01-13,10113,11939,0,Winter,0.45,11.3,68.327,69.9409,30908
2023-01-14,9583,11555,0,Winter,0.25,7.65,71.7665,72.13380000000001,33883
2023-01-15,9309,10984,0,Winter,0.5,10.6,68.3159,70.05720000000001,33579
2023-01-16,9644,11400,0,Winter,0.15,6.2,71.3753,73.99119999999999,33842
2023-01-17,9756,11588,0,Winter,0.15,6.35,73.0094,74.8228,31807
2023-01-18,10303,12118,0,Winter,0.45,11.6,69.9151,70.8357,31224
2023-01-19,10117,12119,0,Winter,0.35,9.55,71.8162,74.2127,30759
2023-01-20,10730,12550,0,Winter,0.5,11.1,70.6405,71.9963,29990
2023-01-21,9396,11429,0,Winter,0.2,7.9,71.04310000000001,72.8711,32072
2023-01-22,10261,11543,0,Winter,0.45,10.25,69.3694,70.79979999999999,33389
2023-01-23,10122,12039,0,Winter,0.55,12.4,68.91029999999999,70.2081,35591
2023-01-24,9351,10760,0,Winter,0.4,9.65,68.3755,70.2616,33875
2023-01-25,9655,11162,0,Winter,0.3,7.45,70.65010000000001,71.6772,31761
2023-01-26,9345,11234,0,Winter,0.2,7.2,70.935,72.7818,32729
2023-01-27,8473,10167,0,Winter,0.25,7.95,68.47980000000001,70.9212,33785
2023-01-28,9170,10515,0,Winter,0.3,8.4,68.4296,70.9425,35401
2023-01-29,5636,6296,1,Winter,0.0,5.25,61.788999999999994,63.7901,33956
2023-01-30,5981,6812,1,Winter,0.0,4.95,63.172799999999995,65.5412,32797
2023-01-31,5583,6631,1,Winter,0.0,5.35,62.8322,64.1196,31091
2023-02-01,6110,7042,1,Winter,0.25,8.7,61.2671,63.4114,30365
2023-02-02,6197,7255,1,Winter,0.45,10.85,60.8298,61.7618,28453
2023-02-03,6273,7150,1,Winter,0.5,11.4,58.973,62.0202,28025
2023-02-04,6829,7686,1,Winter,0.55,11.75,59.6604,61.04,25898
2023-02-05,6373,7535,1,Winter,0.35,8.8,61.7833,62.768100000000004,24580
2023-02-06,6092,7173,1,Winter,0.35,9.7,60.1968,62.3355,25111
2023-02-07,5750,6427,1,Winter,0.25,7.65,60.732200000000006,62.2891,23887
2023-02-08,5575,6548,1,Winter,0.4,9.7,59.893699999999995,60.803900000000006,25030
2023-02-09,6736,7771,1,Winter,0.55,12.2,60.0286,62.185500000000005,24149
2023-02-10,6493,7327,1,Winter,0.25,7.85,63.150200000000005,64.0205,22953
2023-02-11,5658,6371,1,Winter,0.3,8.0,60.405100000000004,61.817299999999996,21296
2023-02-12,6121,7535,1,Winter,0.45,10.9,61.715900000000005,62.6206,21140
2023-02-13,6193,7214,1,Winter,0.5,11.55,59.3863,60.393699999999995,21549
2023-02-14,6457,7327,1,Winter,0.4,10.15,61.3324,62.400299999999994,21968
2023-02-15,6522,7141,1,Winter,0.25,7.55,62.021899999999995,64.0096,22208
2023-02-16,5862,6821,1,Winter,0.3,8.7,59.4412,60.949799999999996,22217
2023-02-17,6158,6793,1,Winter,0.3,9.0,60.214800000000004,60.9041,23377
2023-02-18,6283,6986,1,Winter,0.25,8.45,61.498000000000005,62.0028,24105
2023-02-19,6724,7818,1,Winter,0.5,11.25,61.4872,62.8126,22389
2023-02-20,5991,7130,1,Winter,0.25,9.35,60.62520000000001,62.7384,23598
2023-02-21,5550,6939,1,Winter,0.25,8.1,61.7471,61.7696,22637
2023-02-22,6155,7207,1,Winter,0.25,7.3,62.1805,65.1614,24250
2023-02-23,6046,6987,1,Winter,0.35,8.75,60.7859,61.1517,22609
2023-02-24,6675,7796,1,Winter,0.45,10.85,61.544399999999996,61.5921,21500
2023-02-25,5774,6710,1,Winter,0.35,9.7,59.7209,60.471599999999995,21802
2023-02-26,6008,6926,1,Winter,0.15,6.9,62.35229999999999,63.2021,23830
2023-02-27,6668,7805,1,Winter,0.45,9.75,61.5993,63.658,23169
2023-02-28,5974,6839,1,Winter,0.35,8.9,60.0129,61.8133,21655
2023-03-01,9126,11351,0,Spring,0.6,13.25,66.3352,69.0921,22314
2023-03-02,9101,11277,0,Spring,0.3,8.4,70.0174,71.7516,20693
2023-03-03,9600,11564,0,Spring,0.4,10.2,68.318,70.3583,22902
2023-03-04,9086,11797,0,Spring,0.5,10.45,69.771,72.508,24079
2023-03-05,9325,11666,0,Spring,0.25,7.75,70.8555,73.5882,26805
2023-03-06,8852,10478,0,Spring,0.35,9.15,67.9834,68.3912,29831
2023-03-07,9782,11947,0,Spring,0.4,10.1,69.6704,70.9716,34171
2023-03-08,9243,10711,0,Spring,0.25,8.2,68.8103,70.34,33752
2023-03-09,10336,12058,0,Spring,0.4,10.35,69.3099,70.5447,32795
2023-03-10,9537,11282,0,Spring,0.4,9.25,69.5907,72.83970000000001,30906
2023-03-11,8904,10604,0,Spring,0.15,7.65,69.5265,68.854,32223
2023-03-12,10536,11615,0,Spring,0.3,9.15,69.7426,70.9766,34594
2023-03-13,9512,11167,0,Spring,0.35,9.45,69.1169,71.1601,31217
2023-03-14,9746,11044,0,Spring,0.45,10.25,67.8184,68.1703,31433
2023-03-15,11036,13236,0,Spring,0.4,9.7,73.00399999999999,73.5987,30618
2023-03-16,10821,12502,0,Spring,0.45,10.25,70.43769999999999,73.6121,30975
2023-03-17,9595,11354,0,Spring,0.45,11.4,67.45909999999999,69.2287,32049
2023-03-18,9191,11187,0,Spring,0.45,10.95,66.6715,70.15270000000001,32664
2023-03-19,9821,11237,0,Spring,0.3,8.2,70.3188,70.0518,33357
2023-03-20,9108,10586,0,Spring,0.3,8.4,68.5934,71.2943,32961
2023-03-21,9093,11150,0,Spring,0.25,8.55,68.9651,70.51689999999999,31174
2023-03-22,10388,12130,0,Spring,0.4,10.05,70.9932,72.2053,33387
2023-03-23,9697,11838,0,Spring,0.45,11.05,69.0111,70.8168,31857
2023-03-24,10432,11829,0,Spring,0.3,8.4,71.3558,73.6771,30278
2023-03-25,10234,12617,0,Spring,0.3,8.5,71.6537,74.9961,28941
2023-03-26,8583,10121,0,Spring,0.25,8.8,67.9029,69.3206,30090
2023-03-27,9253,10578,0,Spring,0.2,7.25,69.5331,71.3704,30707
2023-03-28,9280,11054,0,Spring,0.4,9.75,68.41460000000001,69.2315,31387
2023-03-29,9227,10392,0,Spring,0.0,5.6,69.861,71.2511,33122
2023-03-30,8625,10237,0,Spring,0.0,4.9,71.1061,72.3514,30931
2023-03-31,9421,10624,0,Spring,0.0,4.7,70.9212,73.6942,30788
2023-04-01,9329,10782,0,Spring,0.2,7.8,69.2642,71.2171,28979
2023-04-02,9612,11156,0,Spring,0.3,8.2,69.5791,70.7929,27791
2023-04-03,8918,10259,0,Spring,0.2,6.75,68.7656,68.9674,25556
2023-04-04,8631,10550,0,Spring,0.35,9.45,67.9848,71.1954,26544
2023-04-05,9243,10921,0,Spring,0.45,9.85,68.2154,70.5167,30025
2023-04-06,9243,10967,0,Spring,0.4,9.95,67.9735,69.634,30133
2023-04-07,9577,11499,0,Spring,0.5,11.8,67.0812,68.21600000000001,28739
2023-04-08,9558,11171,0,Spring,0.35,9.7,68.5649,70.1604,29106
2023-04-09,9419,11717,0,Spring,0.35,9.3,70.1065,71.3831,29872
2023-04-10,10251,11778,0,Spring,0.25,8.05,70.9695,72.0928,29922
2023-04-11,9241,10841,0,Spring,0.45,10.35,67.3517,68.59519999999999,31843
2023-04-12,5507,6464,1,Spring,0.25,7.6,60.353,60.421800000000005,30951
2023-04-13,6219,7000,1,Spring,0.2,7.3,62.609300000000005,63.8646,34154
2023-04-14,5466,6414,1,Spring,0.3,9.0,58.974799999999995,60.9824,32418
2023-04-15,6159,6928,1,Spring,0.6,12.3,58.209700000000005,61.055200000000006,35301
2023-04-16,6321,7318,1,Spring,0.4,9.9,60.1044,61.619099999999996,32224
2023-04-17,6153,6950,1,Spring,0.4,10.45,59.7309,61.091899999999995,29413
2023-04-18,5466,6537,1,Spring,0.25,8.15,61.0908,62.1456,28966
2023-04-19,5760,6641,1,Spring,0.45,10.0,59.6696,60.8601,28065
2023-04-20,6360,7511,1,Spring,0.4,10.4,60.42850000000001,62.4209,27362
2023-04-21,6143,6811,1,Spring,0.45,10.1,59.4404,61.0424,26180
2023-04-22,5527,6379,1,Spring,0.15,6.55,60.802600000000005,62.463100000000004,24564
2023-04-23,6931,8104,1,Spring,0.55,11.1,60.2358,61.823100000000004,23352
2023-04-24,6240,6891,1,Spring,0.5,11.35,58.425,60.140600000000006,21923
2023-04-25,6227,7164,1,Spring,0.4,9.2,60.515,61.77269999999999,22137
2023-04-26,6135,7127,1,Spring,0.3,8.3,61.2388,62.7456,22072
2023-04-27,5399,6442,1,Spring,0.35,9.7,58.867700000000006,59.8388,22971
2023-04-28,5768,6430,1,Spring,0.25,7.65,60.228199999999994,62.6854,23718
2023-04-29,5917,6562,1,Spring,0.0,4.55,62.6844,63.6708,22987
2023-04-30,5446,6510,1,Spring,0.0,4.85,62.1542,63.7174,22235
2023-05-01,5932,6897,1,Spring,0.2,8.05,60.6004,62.1997,22972
2023-05-02,6703,7779,1,Spring,0.45,10.85,60.434,62.755199999999995,21708
2023-05-03,5336,6196,1,Spring,0.35,8.7,58.760600000000004,60.252700000000004,19297
2023-05-04,6385,7448,1,Spring,0.45,10.65,60.8349,62.5211,21115
2023-05-05,5859,6834,1,Spring,0.3,8.8,59.9561,61.1646,23614
2023-05-06,6329,7347,1,Spring,0.3,8.05,62.1,64.0692,25216
2023-05-07,6416,7352,1,Spring,0.55,11.6,59.3574,60.1914,23700
2023-05-08,6477,7460,1,Spring,0.45,9.85,60.5225,62.1132,22585
2023-05-09,5585,6547,1,Spring,0.25,7.9,60.2029,62.3021,21720
2023-05-10,5965,6992,1,Spring,0.35,9.5,60.3793,61.5571,23196
2023-05-11,6256,7328,1,Spring,0.6,12.25,59.53979999999999,60.482600000000005,23776
2023-05-12,6055,6926,1,Spring,0.35,9.0,60.2054,61.421899999999994,23376
2023-05-13,8890,10898,0,Spring,0.3,8.85,68.2653,70.9167,22446
2023-05-14,8947,11043,0,Spring,0.4,9.6,68.2748,71.1782,22144
2023-05-15,9205,11234,0,Spring,0.1,7.55,70.6868,72.0533,22182
2023-05-16,9957,12759,0,Spring,0.3,8.6,72.8581,74.867,27027
2023-05-17,10185,11778,0,Spring,0.45,10.95,68.95270000000001,72.0309,28507
2023-05-18,10170,12062,0,Spring,0.45,10.5,70.0639,70.469,28988
2023-05-19,10065,11434,0,Spring,0.55,13.05,66.01140000000001,68.8655,30109
2023-05-20,8643,10410,0,Spring,0.3,7.65,68.47109999999999,70.5382,31537
2023-05-21,10317,11872,0,Spring,0.5,11.15,68.9393,71.2058,34909
2023-05-22,9431,11291,0,Spring,0.25,8.8,69.679,70.7085,33455
2023-05-23,9014,10293,0,Spring,0.15,6.75,68.6222,71.2698,32846
2023-05-24,9599,11554,0,Spring,0.15,6.35,71.8162,74.9734,30702
2023-05-25,9537,10898,0,Spring,0.35,8.7,69.7079,71.2705,30415
2023-05-26,10167,12405,0,Spring,0.35,9.5,70.3442,72.393,29157
2023-05-27,9190,10634,0,Spring,0.35,9.6,68.0317,69.7087,29839
2023-05-28,9434,11269,0,Spring,0.45,10.4,66.944,68.5297,32166
2023-05-29,9153,10782,0,Spring,0.0,4.4,72.5347,75.3575,32375
2023-05-30,8615,9633,0,Spring,0.0,4.8,68.7339,70.8196,34189
2023-05-31,8743,9964,0,Spring,0.0,5.45,68.4624,71.2157,32365
2023-06-01,8885,11157,0,Summer,0.3,8.15,68.50189999999999,70.5149,30361
2023-06-02,9332,11231,0,Summer,0.2,7.5,70.69019999999999,72.55680000000001,29696
2023-06-03,9946,11726,0,Summer,0.35,9.25,69.42060000000001,70.2719,28721
2023-06-04,10486,12271,0,Summer,0.35,9.7,71.08189999999999,73.0145,30348
2023-06-05,10307,12687,0,Summer,0.35,8.7,72.31729999999999,73.68520000000001,30005
2023-06-06,10374,12371,0,Summer,0.5,11.7,69.0783,70.62,30639
2023-06-07,11159,13203,0,Summer,0.45,10.6,72.0419,73.7974,32221
2023-06-08,9359,11171,0,Summer,0.25,8.35,69.8155,70.8052,34394
2023-06-09,9995,12093,0,Summer,0.35,9.3,71.2815,72.5561,34168
2023-06-10,9650,11609,0,Summer,0.35,8.9,69.3251,73.9599,34066
2023-06-11,11679,13773,0,Summer,0.65,13.2,71.4684,73.2904,35096
2023-06-12,9836,11224,0,Summer,0.25,6.65,70.5939,71.3808,31807
2023-06-13,9958,11918,0,Summer,0.2,7.35,71.3865,73.0377,33450
2023-06-14,10086,11247,0,Summer,0.25,7.4,70.4926,72.2372,33397
2023-06-15,9747,11784,0,Summer,0.2,7.3,70.8932,72.1192,36550
2023-06-16,11032,12769,0,Summer,0.4,10.6,70.79090000000001,72.949,36170
2023-06-17,9533,11061,0,Summer,0.25,7.6,69.9523,72.5319,31871
2023-06-18,9528,11366,0,Summer,0.3,9.05,68.7431,71.50479999999999,31388
2023-06-19,10897,12444,0,Summer,0.35,9.95,70.1167,73.4764,30638
2023-06-20,11468,13684,0,Summer,0.45,10.45,73.2004,72.918,34955
2023-06-21,9767,11510,0,Summer,0.35,9.45,70.1078,71.85640000000001,31622
2023-06-22,9905,11918,0,Summer,0.4,10.1,70.14519999999999,73.0964,34820
2023-06-23,10480,12324,0,Summer,0.45,10.05,70.4609,72.8794,33744
2023-06-24,9435,10663,0,Summer,0.3,9.8,67.0248,69.4017,36620
2023-06-25,10434,12401,0,Summer,0.5,11.4,69.0116,70.2579,34173
2023-06-26,10336,12238,0,Summer,0.4,9.7,70.2713,71.192,32800
2023-06-27,9743,11298,0,Summer,0.4,9.55,69.4819,71.2835,32802
2023-06-28,10241,12495,0,Summer,0.45,10.65,70.5968,71.278,32126
2023-06-29,10422,11717,0,Summer,0.0,4.75,73.4826,75.3601,35252
2023-06-30,8990,10998,0,Summer,0.0,4.7,72.6234,74.7932,31861
2023-07-01,8967,10172,0,Summer,0.2,7.85,67.2787,71.3263,32836
2023-07-02,10956,13127,0,Summer,0.3,9.45,72.1544,75.0321,31831
2023-07-03,11012,13452,0,Summer,0.4,9.9,73.4123,75.91760000000001,29347
2023-07-04,10892,12867,0,Summer,0.5,11.05,70.73649999999999,73.26350000000001,28555
2023-07-05,9830,11835,0,Summer,0.35,8.15,72.6848,73.509,29540
2023-07-06,9522,11551,0,Summer,0.55,11.85,66.7675,68.8168,36213
2023-07-07,9705,11190,0,Summer,0.25,7.9,69.6374,70.5132,37260
2023-07-08,11858,14093,0,Summer,0.55,11.95,72.3926,75.7209,35557
2023-07-09,10117,11975,0,Summer,0.3,8.6,71.1499,71.90220000000001,32413
2023-07-10,9972,12040,0,Summer,0.35,9.65,70.9676,73.6026,29811
2023-07-11,9682,11555,0,Summer,0.35,8.4,70.5659,72.7032,33142
2023-07-12,10385,11699,0,Summer,0.2,7.4,70.7142,72.9742,37606
2023-07-13,10191,11933,0,Summer,0.35,9.8,70.85640000000001,72.5266,35752
2023-07-14,10101,11494,0,Summer,0.25,8.5,69.4569,71.696,33512
2023-07-15,9346,11275,0,Summer,0.35,8.9,68.7776,69.9228,33021
2023-07-16,9750,12025,0,Summer,0.35,9.75,70.7049,73.05810000000001,32171
2023-07-17,11093,13144,0,Summer,0.4,9.2,72.7986,75.36399999999999,32629
2023-07-18,9541,11005,0,Summer,0.3,8.7,68.04390000000001,70.36449999999999,31447
2023-07-19,10093,11813,0,Summer,0.45,11.15,68.1592,70.0463,32879
2023-07-20,9463,11036,0,Summer,0.3,8.45,70.0099,71.0087,30960
2023-07-21,9884,11206,0,Summer,0.15,7.35,70.3196,72.8497,35363
2023-07-22,10032,12101,0,Summer,0.6,12.35,68.6654,70.1642,32051
2023-07-23,10260,11588,0,Summer,0.4,8.9,69.8774,71.0142,33558
2023-07-24,9637,11439,0,Summer,0.25,8.6,69.2574,71.3327,30457
2023-07-25,10405,11908,0,Summer,0.3,8.55,71.5416,73.5919,31533
2023-07-26,11188,13411,0,Summer,0.35,9.1,74.0269,76.2871,33971
2023-07-27,10109,12255,0,Summer,0.4,10.35,69.7285,71.1644,32076
2023-07-28,11134,13706,0,Summer,0.5,10.5,73.9332,74.5496,32504
2023-07-29,9281,11242,0,Summer,0.0,5.45,72.2917,73.6176,35833
2023-07-30,10254,11419,0,Summer,0.0,4.2,72.9266,74.4845,37426
2023-07-31,8735,10390,0,Summer,0.0,5.55,70.375,72.4505,38926
2023-08-01,10910,12992,0,Summer,0.55,11.85,70.2921,71.54220000000001,36488
2023-08-02,10824,13062,0,Summer,0.4,10.15,72.00189999999999,74.0578,31792
2023-08-03,10446,12267,0,Summer,0.4,10.4,70.9511,72.3873,30613
2023-08-04,9793,11857,0,Summer,0.3,9.8,69.6641,72.0852,31483
2023-08-05,10339,12217,0,Summer,0.45,10.75,69.7708,72.2621,32750
2023-08-06,10220,12370,0,Summer,0.4,10.35,70.1983,72.4349,34676
2023-08-07,9164,11004,0,Summer,0.1,6.5,69.9733,72.7535,35773
2023-08-08,11164,13073,0,Summer,0.45,10.35,71.3958,72.3781,33813
2023-08-09,10456,12102,0,Summer,0.5,11.55,69.7207,72.12010000000001,33745
2023-08-10,11856,13936,0,Summer,0.5,11.2,72.6434,74.9546,32387
2023-08-11,10770,12998,0,Summer,0.5,11.0,71.8968,73.015,31081
2023-08-12,9809,11614,0,Summer,0.3,8.25,70.9095,73.0386,34158
2023-08-13,10003,11547,0,Summer,0.4,10.25,70.0182,70.9102,33297
2023-08-14,9925,11887,0,Summer,0.25,7.2,71.6796,73.07260000000001,37369
2023-08-15,10561,12220,0,Summer,0.2,7.05,72.5279,75.6156,35975
2023-08-16,10356,12474,0,Summer,0.25,8.2,72.4609,73.52810000000001,33517
2023-08-17,10352,12113,0,Summer,0.35,8.75,71.0887,72.0887,35661
2023-08-18,10447,11682,0,Summer,0.45,10.7,69.19,69.9471,35160
2023-08-19,9694,11596,0,Summer,0.25,7.75,70.5486,72.3952,36997
2023-08-20,9980,12130,0,Summer,0.25,8.5,71.0286,71.5916,34623
2023-08-21,9783,11657,0,Summer,0.55,12.2,66.3679,69.3546,33869
2023-08-22,10477,12319,0,Summer,0.45,10.5,69.6373,73.2375,35979
2023-08-23,10046,11849,0,Summer,0.4,10.4,70.1949,71.9616,35210
2023-08-24,10042,11440,0,Summer,0.2,7.75,70.8075,71.0478,36552
2023-08-25,9899,10902,0,Summer,0.25,8.6,69.2379,70.01480000000001,34252
2023-08-26,9740,11727,0,Summer,0.3,9.0,69.8681,70.5658,32767
2023-08-27,10778,13136,0,Summer,0.4,10.35,72.5271,74.66159999999999,32848
2023-08-28,9533,11091,0,Summer,0.2,7.65,69.94409999999999,72.4199,33468
2023-08-29,9122,10332,0,Summer,0.0,5.0,69.7889,71.7028,33160
2023-08-30,10322,12047,0,Summer,0.0,5.2,73.498,74.4417,32513
2023-08-31,9051,10703,0,Summer,0.0,4.75,70.7624,74.413,30556
2023-09-01,9532,11096,0,Autumn,0.35,9.55,68.79260000000001,71.3587,29430
2023-09-02,8417,9745,0,Autumn,0.35,9.95,65.73949999999999,67.3396,26388
2023-09-03,9007,11039,0,Autumn,0.35,9.25,68.998,71.7116,30614
2023-09-04,9009,10748,0,Autumn,0.3,8.45,69.6088,70.5679,32857
2023-09-05,10209,12272,0,Autumn,0.45,10.85,69.69720000000001,72.8597,34956
2023-09-06,9316,10843,0,Autumn,0.3,8.1,68.5544,69.738,31270
2023-09-07,9192,10580,0,Autumn,0.5,11.3,66.131,69.3331,35208
2023-09-08,8960,9754,0,Autumn,0.25,8.1,66.9205,68.8293,32922
2023-09-09,9126,10666,0,Autumn,0.45,9.8,68.32130000000001,69.5651,33472
2023-09-10,9407,10707,0,Autumn,0.45,10.75,67.6441,69.3062,33150
2023-09-11,10243,11462,0,Autumn,0.3,8.4,70.6006,71.40140000000001,30073
2023-09-12,8738,10163,0,Autumn,0.15,7.3,69.0466,69.5975,28394
2023-09-13,8985,11136,0,Autumn,0.4,10.1,67.67569999999999,70.8858,29533
2023-09-14,9470,10798,0,Autumn,0.35,9.75,68.8003,71.09609999999999,32426
2023-09-15,9386,10891,0,Autumn,0.5,11.05,67.1964,68.6846,30628
2023-09-16,8957,10179,0,Autumn,0.35,8.9,67.9435,68.8115,30193
2023-09-17,9660,10944,0,Autumn,0.35,8.8,69.50970000000001,72.1953,29524
2023-09-18,9173,10400,0,Autumn,0.4,10.2,67.09,69.0359,28912
2023-09-19,9438,10923,0,Autumn,0.35,8.2,69.6431,71.6891,27571
2023-09-20,8596,10327,0,Autumn,0.15,6.55,69.9007,70.7912,26525
2023-09-21,8888,10494,0,Autumn,0.2,7.85,68.9747,71.00569999999999,30562
2023-09-22,9732,11195,0,Autumn,0.6,12.35,66.90100000000001,69.0489,33014
2023-09-23,10911,11964,0,Autumn,0.45,10.0,71.2031,73.5145,29502
2023-09-24,8479,10261,0,Autumn,0.35,8.9,67.1421,68.405,28729
2023-09-25,9386,10739,0,Autumn,0.3,8.3,69.3045,71.7875,29296
2023-09-26,8860,10070,0,Autumn,0.2,7.85,67.8435,69.9502,31527
2023-09-27,9144,10686,0,Autumn,0.35,9.0,68.1437,69.08449999999999,31800
2023-09-28,9341,10866,0,Autumn,0.5,10.9,68.1654,70.0014,29170
2023-09-29,8721,10336,0,Autumn,0.0,4.9,70.3843,71.1341,27686
2023-09-30,7723,9041,0,Autumn,0.0,4.4,68.1715,71.9484,28705
2023-10-01,9429,10647,0,Autumn,0.25,7.95,69.5817,70.3201,29992
2023-10-02,10394,12369,0,Autumn,0.55,12.15,69.0881,71.9486,28339
2023-10-03,8685,9897,0,Autumn,0.3,7.9,67.4981,69.555,26487
2023-10-04,9141,10547,0,Autumn,0.3,8.35,68.6944,71.0767,28220
2023-10-05,9259,10346,0,Autumn,0.25,7.15,68.6875,71.47970000000001,31574
2023-10-06,9354,10798,0,Autumn,0.25,8.25,69.4946,71.1124,30431
2023-10-07,5501,6534,1,Autumn,0.4,9.95,58.9217,60.6338,29252
2023-10-08,6050,7036,1,Autumn,0.45,10.0,59.3813,60.7993,30890
2023-10-09,6131,6819,1,Autumn,0.35,9.75,59.343999999999994,60.336099999999995,30900
2023-10-10,5614,6423,1,Autumn,0.35,9.5,58.8696,62.708,32197
2023-10-11,5770,6792,1,Autumn,0.25,7.8,60.4379,62.1351,30109
2023-10-12,6613,7446,1,Autumn,0.55,11.15,60.2308,62.3865,29204
2023-10-13,5858,6855,1,Autumn,0.35,9.3,60.0257,60.346000000000004,27556
2023-10-14,5805,6704,1,Autumn,0.4,10.4,59.570100000000004,61.676899999999996,25492
2023-10-15,5847,6942,1,Autumn,0.15,6.6,61.77270000000001,63.9238,23809
2023-10-16,5509,6348,1,Autumn,0.2,6.9,61.111000000000004,63.349799999999995,25601
2023-10-17,6904,7726,1,Autumn,0.45,11.3,61.408699999999996,61.9626,24172
2023-10-18,5991,6990,1,Autumn,0.6,12.4,58.4155,60.1445,23317
2023-10-19,6461,7256,1,Autumn,0.55,11.25,59.953199999999995,60.3212,23967
2023-10-20,5932,6584,1,Autumn,0.3,8.65,59.324600000000004,62.0443,24009
2023-10-21,6096,7074,1,Autumn,0.4,9.35,60.5105,61.745200000000004,23448
2023-10-22,5854,6491,1,Autumn,0.3,9.95,58.845,60.4537,22751
2023-10-23,6466,7341,1,Autumn,0.55,11.75,60.472300000000004,62.055,23154
2023-10-24,5117,5859,1,Autumn,0.15,6.75,60.728699999999996,60.6278,21901
2023-10-25,9648,11583,0,Autumn,0.4,9.75,69.8844,71.6916,22738
2023-10-26,8793,11402,0,Autumn,0.4,11.1,67.8567,69.237,19547
2023-10-27,8842,10899,0,Autumn,0.15,7.05,71.0065,71.5835,21380
2023-10-28,9825,12170,0,Autumn,0.4,10.35,69.76989999999999,72.33,25404
2023-10-29,8376,9843,0,Autumn,0.0,5.0,69.0622,70.2366,30536
2023-10-30,8096,9452,0,Autumn,0.0,4.6,68.734,70.3374,32691
2023-10-31,7913,9417,0,Autumn,0.0,4.55,69.1675,72.4683,34235
2023-11-01,9548,11037,0,Autumn,0.4,10.0,69.3189,70.42399999999999,32324
2023-11-02,10028,11849,0,Autumn,0.4,10.15,69.9682,71.6515,29479
2023-11-03,9426,10628,0,Autumn,0.5,11.45,65.7741,68.67779999999999,28204
2023-11-04,9049,10763,0,Autumn,0.4,10.5,67.2454,67.77680000000001,26164
2023-11-05,9015,10618,0,Autumn,0.4,10.15,68.1031,69.5943,30084
2023-11-06,8009,9587,0,Autumn,0.1,6.05,68.7025,69.0878,29832
